"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Vara_1_Deli","kampanj_convrate_Vara_1_Deli","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_Vara_2_Gavel_1","kampanj_convrate_Vara_2_Gavel_1","kampanj_count_OBS_snabbnudlar_Triangeln","kampanj_convrate_OBS_snabbnudlar_Triangeln","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"UPPSALA VÄSTERTORG",202233,2022-08-18,1299,98,0.0754426481909161,6,0.0046189376443418,3,0.0023094688221709,4,0.00307929176289453,30,0.023094688221709,0,0,3,0.0023094688221709,21,0.0161662817551963,0,0,3,0.0023094688221709,12,0.0092378752886836,16,0.0123171670515781,98,0.0754426481909161,28,0.0215550423402617,0,0,6,0.0046189376443418,3,0.0023094688221709,4,0.00307929176289453,0,0,19,0.014626635873749,11,0.00846805234795997,0,0,0,0,3,0.0023094688221709,0,0,0,0,0,0,21,0.0161662817551963,0,0,0,0,0,0,3,0.0023094688221709,10,0.00769822940723634,2,0.00153964588144727,11,0.00846805234795997,5,0.00384911470361817,98,0.0754426481909161,6,0.0046189376443418,58,0.0446497305619707,6,0.0046189376443418
"UPPSALA VÄSTERTORG",202233,2022-08-17,1224,121,0.0988562091503268,3,0.00245098039215686,2,0.00163398692810458,4,0.00326797385620915,31,0.0253267973856209,0,0,4,0.00326797385620915,14,0.011437908496732,3,0.00245098039215686,5,0.00408496732026144,36,0.0294117647058824,19,0.0155228758169935,121,0.0988562091503268,23,0.0187908496732026,0,0,3,0.00245098039215686,2,0.00163398692810458,4,0.00326797385620915,0,0,23,0.0187908496732026,8,0.0065359477124183,0,0,0,0,4,0.00326797385620915,0,0,0,0,0,0,14,0.011437908496732,3,0.00245098039215686,0,0,4,0.00326797385620915,1,0.000816993464052288,31,0.0253267973856209,5,0.00408496732026144,15,0.0122549019607843,4,0.00326797385620915,121,0.0988562091503268,3,0.00245098039215686,90,0.0735294117647059,5,0.00408496732026144
"UPPSALA VÄSTERTORG",202233,2022-08-16,1253,111,0.0885873902633679,2,0.00159616919393456,2,0.00159616919393456,5,0.00399042298483639,49,0.0391061452513966,0,0,4,0.00319233838786911,10,0.00798084596967279,1,0.000798084596967279,9,0.00718276137270551,16,0.0127693535514765,13,0.0103750997605746,111,0.0885873902633679,18,0.014365522745411,0,0,2,0.00159616919393456,2,0.00159616919393456,5,0.00399042298483639,0,0,32,0.0255387071029529,17,0.0135674381484437,0,0,0,0,4,0.00319233838786911,0,0,0,0,0,0,10,0.00798084596967279,1,0.000798084596967279,0,0,7,0.00558659217877095,2,0.00159616919393456,11,0.00877893056664006,5,0.00399042298483639,11,0.00877893056664006,2,0.00159616919393456,111,0.0885873902633679,2,0.00159616919393456,85,0.0678371907422187,6,0.00478850758180367
"UPPSALA VÄSTERTORG",202233,2022-08-15,1300,148,0.113846153846154,5,0.00384615384615385,11,0.00846153846153846,4,0.00307692307692308,36,0.0276923076923077,0,0,5,0.00384615384615385,29,0.0223076923076923,1,0.000769230769230769,6,0.00461538461538462,31,0.0238461538461538,20,0.0153846153846154,148,0.113846153846154,45,0.0346153846153846,0,0,5,0.00384615384615385,11,0.00846153846153846,4,0.00307692307692308,0,0,20,0.0153846153846154,16,0.0123076923076923,0,0,0,0,5,0.00384615384615385,0,0,0,0,0,0,29,0.0223076923076923,1,0.000769230769230769,0,0,3,0.00230769230769231,3,0.00230769230769231,20,0.0153846153846154,11,0.00846153846153846,15,0.0115384615384615,5,0.00384615384615385,148,0.113846153846154,5,0.00384615384615385,90,0.0692307692307692,8,0.00615384615384615
"UPPSALA VÄSTERTORG",202232,2022-08-14,1079,162,0.150139017608897,7,0.00648748841519926,2,0.00185356811862836,7,0.00648748841519926,28,0.025949953660797,0,0,9,0.00834105653382762,49,0.0454124189063948,1,0.00092678405931418,13,0.0120481927710843,22,0.020389249304912,24,0.0222428174235403,162,0.150139017608897,59,0.0546802594995366,0,0,7,0.00648748841519926,2,0.00185356811862836,7,0.00648748841519926,0,0,23,0.0213160333642261,5,0.0046339202965709,0,0,0,0,9,0.00834105653382762,0,0,0,0,0,0,49,0.0454124189063948,1,0.00092678405931418,0,0,10,0.0092678405931418,3,0.00278035217794254,21,0.0194624652455978,1,0.00092678405931418,24,0.0222428174235403,0,0,162,0.150139017608897,7,0.00648748841519926,84,0.0778498609823911,12,0.0111214087117702
"UPPSALA VÄSTERTORG",202232,2022-08-13,984,145,0.147357723577236,2,0.00203252032520325,13,0.0132113821138211,3,0.00304878048780488,19,0.0193089430894309,0,0,10,0.0101626016260163,37,0.0376016260162602,1,0.00101626016260163,9,0.00914634146341463,23,0.0233739837398374,28,0.0284552845528455,145,0.147357723577236,54,0.0548780487804878,0,0,2,0.00203252032520325,13,0.0132113821138211,3,0.00304878048780488,0,0,16,0.016260162601626,3,0.00304878048780488,0,0,0,0,10,0.0101626016260163,0,0,0,0,0,0,37,0.0376016260162602,1,0.00101626016260163,0,0,7,0.00711382113821138,2,0.00203252032520325,23,0.0233739837398374,0,0,22,0.0223577235772358,6,0.00609756097560976,145,0.147357723577236,2,0.00203252032520325,77,0.0782520325203252,12,0.0121951219512195
"UPPSALA VÄSTERTORG",202232,2022-08-12,1101,133,0.120799273387829,6,0.00544959128065395,5,0.00454132606721163,4,0.0036330608537693,30,0.0272479564032698,0,0,8,0.0072661217075386,40,0.036330608537693,0,0,5,0.00454132606721163,6,0.00544959128065395,29,0.0263396911898274,133,0.120799273387829,49,0.0445049954586739,0,0,6,0.00544959128065395,5,0.00454132606721163,4,0.0036330608537693,0,0,24,0.0217983651226158,6,0.00544959128065395,0,0,0,0,8,0.0072661217075386,0,0,0,0,0,0,40,0.036330608537693,0,0,0,0,3,0.00272479564032698,2,0.00181653042688465,4,0.0036330608537693,2,0.00181653042688465,28,0.0254314259763851,1,0.000908265213442325,133,0.120799273387829,6,0.00544959128065395,68,0.0617620345140781,10,0.00908265213442325
"UPPSALA VÄSTERTORG",202232,2022-08-11,1068,145,0.135767790262172,3,0.00280898876404494,7,0.00655430711610487,4,0.00374531835205993,33,0.0308988764044944,0,0,7,0.00655430711610487,60,0.0561797752808989,3,0.00280898876404494,2,0.00187265917602996,10,0.00936329588014981,16,0.0149812734082397,145,0.135767790262172,74,0.0692883895131086,0,0,3,0.00280898876404494,7,0.00655430711610487,4,0.00374531835205993,0,0,14,0.0131086142322097,19,0.0177902621722846,0,0,0,0,7,0.00655430711610487,0,0,0,0,0,0,60,0.0561797752808989,3,0.00280898876404494,0,0,2,0.00187265917602996,0,0,10,0.00936329588014981,0,0,14,0.0131086142322097,2,0.00187265917602996,145,0.135767790262172,3,0.00280898876404494,61,0.0571161048689139,7,0.00655430711610487
"UPPSALA VÄSTERTORG",202232,2022-08-10,1063,136,0.12793979303857,4,0.00376293508936971,4,0.00376293508936971,4,0.00376293508936971,36,0.0338664158043274,0,0,3,0.00282220131702728,38,0.0357478833490122,3,0.00282220131702728,11,0.0103480714957667,11,0.0103480714957667,22,0.0206961429915334,136,0.12793979303857,49,0.0460959548447789,0,0,4,0.00376293508936971,4,0.00376293508936971,4,0.00376293508936971,0,0,21,0.019755409219191,15,0.0141110065851364,0,0,0,0,3,0.00282220131702728,0,0,0,0,0,0,38,0.0357478833490122,3,0.00282220131702728,0,0,8,0.00752587017873942,3,0.00282220131702728,10,0.00940733772342427,1,0.000940733772342427,20,0.0188146754468485,2,0.00188146754468485,136,0.12793979303857,4,0.00376293508936971,77,0.0724365004703669,6,0.00564440263405456
"UPPSALA VÄSTERTORG",202232,2022-08-09,1032,192,0.186046511627907,5,0.00484496124031008,3,0.00290697674418605,4,0.00387596899224806,39,0.0377906976744186,0,0,6,0.00581395348837209,61,0.0591085271317829,2,0.00193798449612403,9,0.00872093023255814,44,0.0426356589147287,19,0.0184108527131783,192,0.186046511627907,70,0.0678294573643411,0,0,5,0.00484496124031008,3,0.00290697674418605,4,0.00387596899224806,0,0,21,0.0203488372093023,18,0.0174418604651163,0,0,0,0,6,0.00581395348837209,0,0,0,0,0,0,61,0.0591085271317829,2,0.00193798449612403,0,0,9,0.00872093023255814,0,0,44,0.0426356589147287,0,0,15,0.0145348837209302,4,0.00387596899224806,192,0.186046511627907,5,0.00484496124031008,111,0.107558139534884,6,0.00581395348837209
"UPPSALA VÄSTERTORG",202232,2022-08-08,1137,154,0.135444151275286,3,0.00263852242744063,4,0.00351802990325418,7,0.00615655233069481,34,0.0299032541776605,0,0,4,0.00351802990325418,65,0.0571679859278804,1,0.000879507475813544,3,0.00263852242744063,15,0.0131926121372032,18,0.0158311345646438,154,0.135444151275286,77,0.0677220756376429,0,0,3,0.00263852242744063,4,0.00351802990325418,7,0.00615655233069481,0,0,24,0.0211081794195251,10,0.00879507475813544,0,0,0,0,4,0.00351802990325418,0,0,0,0,0,0,65,0.0571679859278804,1,0.000879507475813544,0,0,3,0.00263852242744063,0,0,7,0.00615655233069481,8,0.00703605980650836,17,0.0149516270888303,1,0.000879507475813544,154,0.135444151275286,3,0.00263852242744063,70,0.0615655233069481,4,0.00351802990325418
"UPPSALA VÄSTERTORG",202231,2022-08-07,971,139,0.143151390319258,3,0.00308959835221421,55,0.0566426364572606,2,0.00205973223480947,19,0.01956745623069,0,0,5,0.00514933058702369,15,0.0154479917610711,1,0.00102986611740474,12,0.0123583934088568,15,0.0154479917610711,12,0.0123583934088568,139,0.143151390319258,73,0.0751802265705458,0,0,3,0.00308959835221421,55,0.0566426364572606,2,0.00205973223480947,0,0,14,0.0144181256436663,5,0.00514933058702369,0,0,0,0,5,0.00514933058702369,0,0,0,0,0,0,15,0.0154479917610711,1,0.00102986611740474,0,0,6,0.00617919670442842,6,0.00617919670442842,15,0.0154479917610711,0,0,12,0.0123583934088568,0,0,139,0.143151390319258,3,0.00308959835221421,52,0.0535530381050463,11,0.0113285272914521
"UPPSALA VÄSTERTORG",202231,2022-08-06,996,171,0.171686746987952,1,0.00100401606425703,61,0.0612449799196787,4,0.00401606425702811,31,0.0311244979919679,0,0,0,0,15,0.0150602409638554,0,0,4,0.00401606425702811,1,0.00100401606425703,54,0.0542168674698795,171,0.171686746987952,80,0.0803212851405622,0,0,1,0.00100401606425703,61,0.0612449799196787,4,0.00401606425702811,0,0,25,0.0251004016064257,6,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0150602409638554,0,0,0,0,4,0.00401606425702811,0,0,0,0,1,0.00100401606425703,49,0.0491967871485944,5,0.00502008032128514,171,0.171686746987952,1,0.00100401606425703,90,0.0903614457831325,0,0
"UPPSALA VÄSTERTORG",202231,2022-08-05,935,159,0.170053475935829,2,0.00213903743315508,54,0.0577540106951872,1,0.00106951871657754,10,0.0106951871657754,0,0,3,0.00320855614973262,17,0.0181818181818182,0,0,4,0.00427807486631016,20,0.0213903743315508,48,0.0513368983957219,159,0.170053475935829,72,0.0770053475935829,0,0,2,0.00213903743315508,54,0.0577540106951872,1,0.00106951871657754,0,0,7,0.00748663101604278,3,0.00320855614973262,0,0,0,0,3,0.00320855614973262,0,0,0,0,0,0,17,0.0181818181818182,0,0,0,0,4,0.00427807486631016,0,0,20,0.0213903743315508,0,0,42,0.0449197860962567,6,0.00641711229946524,159,0.170053475935829,2,0.00213903743315508,82,0.0877005347593583,3,0.00320855614973262
"UPPSALA VÄSTERTORG",202231,2022-08-04,972,99,0.101851851851852,2,0.00205761316872428,37,0.0380658436213992,2,0.00205761316872428,13,0.0133744855967078,0,0,4,0.00411522633744856,12,0.0123456790123457,0,0,6,0.00617283950617284,8,0.00823045267489712,15,0.0154320987654321,99,0.101851851851852,51,0.0524691358024691,0,0,2,0.00205761316872428,37,0.0380658436213992,2,0.00205761316872428,0,0,8,0.00823045267489712,5,0.0051440329218107,0,0,0,0,4,0.00411522633744856,0,0,0,0,0,0,12,0.0123456790123457,0,0,0,0,6,0.00617283950617284,0,0,6,0.00617283950617284,2,0.00205761316872428,14,0.01440329218107,1,0.00102880658436214,99,0.101851851851852,2,0.00205761316872428,42,0.0432098765432099,4,0.00411522633744856
"UPPSALA VÄSTERTORG",202231,2022-08-03,889,100,0.112485939257593,1,0.00112485939257593,26,0.0292463442069741,3,0.00337457817772778,5,0.00562429696287964,0,0,3,0.00337457817772778,18,0.0202474690663667,2,0.00224971878515186,1,0.00112485939257593,17,0.0191226096737908,24,0.0269966254218223,100,0.112485939257593,49,0.0551181102362205,0,0,1,0.00112485939257593,26,0.0292463442069741,3,0.00337457817772778,0,0,4,0.00449943757030371,1,0.00112485939257593,0,0,0,0,3,0.00337457817772778,0,0,0,0,0,0,18,0.0202474690663667,2,0.00224971878515186,0,0,0,0,1,0.00112485939257593,13,0.0146231721034871,4,0.00449943757030371,21,0.0236220472440945,3,0.00337457817772778,100,0.112485939257593,1,0.00112485939257593,46,0.0517435320584927,4,0.00449943757030371
