"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ABP","skylttyp_convrate_ABP","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie","skylttyp_count_Deli","skylttyp_convrate_Deli","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"UPPSALA VÄSTERTORG",202224,8162,1033,0.126562117128155,16,0.0019603038470963,144,0.0176427346238667,30,0.00367556971330556,252,0.0308747855917667,0,0,135,0.016540063709875,4,0.000490075961774075,25,0.00306297476108797,34,0.00416564567507964,16,0.0019603038470963,377,0.0461896593972066,1017,0.124601813281059,433,0.0530507228620436,16,0.0019603038470963,0,0,0,0,128,0.0156824307767704,12,0.00147022788532222,18,0.00220534182798334,195,0.0238912031364862,57,0.00698358245528057,0,0,135,0.016540063709875,0,0,0,0,6,0.000735113942661112,23,0.00281793678020093,34,0.00416564567507964,16,0.0019603038470963,57,0.00698358245528057,320,0.039206076941926,1017,0.124601813281059,342,0.0419014947316834,0,0,57,0.00698358245528057,0,0,135,0.016540063709875,50,0.00612594952217594
"UPPSALA VÄSTERTORG",202223,8481,2564,0.30232283928782,34,0.00400896120740479,209,0.0246433203631647,43,0.00507015682112958,1930,0.227567503832095,0,0,44,0.00518806744487678,9,0.0010611956137248,44,0.00518806744487678,72,0.00848956490979837,22,0.00259403372243839,157,0.0185119679283103,2530,0.298313878080415,2157,0.25433321542271,34,0.00400896120740479,0,0,0,0,175,0.0206343591557599,21,0.00247612309869119,22,0.00259403372243839,1834,0.216248083952364,96,0.0113194198797312,0,0,44,0.00518806744487678,0,0,0,0,20,0.00235821247494399,33,0.00389105058365759,72,0.00848956490979837,22,0.00259403372243839,49,0.00577762056361278,108,0.0127343473646976,2530,0.298313878080415,139,0.0163895767008607,0,0,96,0.0113194198797312,0,0,44,0.00518806744487678,94,0.0110835986322368
"UPPSALA VÄSTERTORG",202222,8677,1081,0.12458222888095,42,0.00484038262072145,218,0.0251238907456494,37,0.00426414659444509,431,0.0496715454650225,0,0,42,0.00484038262072145,9,0.00103722484729745,68,0.00783680995735853,42,0.00484038262072145,29,0.0033421689524029,163,0.0187852944566094,1039,0.119741846260228,600,0.0691483231531635,42,0.00484038262072145,0,0,0,0,176,0.020283508124928,9,0.00103722484729745,28,0.00322692174714763,257,0.029618531750605,174,0.0200530137144174,0,0,42,0.00484038262072145,0,0,0,0,21,0.00242019131036072,56,0.00645384349429526,42,0.00484038262072145,29,0.0033421689524029,48,0.00553186585225308,115,0.0132534286043563,1039,0.119741846260228,152,0.0175175751988014,0,0,174,0.0200530137144174,0,0,42,0.00484038262072145,71,0.00818255157312435
"UPPSALA VÄSTERTORG",202221,8337,1096,0.131462156651074,108,0.0129543001079525,258,0.0309463835912199,43,0.00515773059853664,266,0.0319059613769941,0,0,46,0.00551757226820199,14,0.00167926112510495,111,0.0133141417776178,52,0.00623725560753269,32,0.00383831114309704,166,0.0199112390548159,988,0.118507856543121,603,0.0723281756027348,108,0.0129543001079525,0,0,0,0,150,0.0179920834832674,17,0.0020391027947703,26,0.00311862780376634,186,0.0223101835192515,80,0.00959577785774259,0,0,46,0.00551757226820199,0,0,0,0,91,0.0109151973131822,34,0.0040782055895406,52,0.00623725560753269,32,0.00383831114309704,31,0.00371836391987526,135,0.0161928751349406,988,0.118507856543121,175,0.0209907640638119,0,0,80,0.00959577785774259,0,0,46,0.00551757226820199,84,0.0100755667506297
"UPPSALA VÄSTERTORG",202220,8764,1006,0.114787768142401,48,0.00547695116385212,214,0.0244180739388407,27,0.00308078502966682,282,0.0321770880876312,0,0,43,0.00490643541761753,5,0.000570515746234596,49,0.00559105431309904,151,0.0172295755362848,25,0.00285257873117298,162,0.0184847101780009,958,0.109310816978549,532,0.060702875399361,48,0.00547695116385212,0,0,0,0,166,0.0189411227749886,5,0.000570515746234596,22,0.00251026928343222,206,0.0235052487448654,76,0.00867183934276586,0,0,43,0.00490643541761753,0,0,0,0,20,0.00228206298493838,34,0.00387950707439525,151,0.0172295755362848,25,0.00285257873117298,58,0.00661798265632131,104,0.0118667275216796,958,0.109310816978549,131,0.0149475125513464,0,0,76,0.00867183934276586,0,0,43,0.00490643541761753,176,0.0200821542674578
"UPPSALA VÄSTERTORG",202219,8617,2517,0.2920970175235,20,0.00232099338516885,204,0.0236741325287223,25,0.00290124173146107,1894,0.21979807357549,0,0,33,0.00382963908552861,12,0.00139259603110131,38,0.00440988743182082,72,0.00835557618660787,32,0.00371358941627016,187,0.0217012881513288,2497,0.289776024138331,2153,0.249854937913427,20,0.00232099338516885,0,0,0,0,184,0.0213531391435534,11,0.00127654636184287,14,0.0016246953696182,1841,0.213647441104793,53,0.00615063247069746,0,0,33,0.00382963908552861,0,0,0,0,25,0.00290124173146107,25,0.00290124173146107,72,0.00835557618660787,32,0.00371358941627016,59,0.00684693048624811,128,0.0148543576650807,2497,0.289776024138331,154,0.0178716490658002,0,0,53,0.00615063247069746,0,0,33,0.00382963908552861,104,0.012069165602878
"UPPSALA VÄSTERTORG",202218,8613,941,0.10925345408104,27,0.00313479623824451,235,0.0272843376291652,36,0.00417972831765935,273,0.0316962730755834,0,0,55,0.00638569604086846,8,0.000928828515035412,38,0.0044119354464182,69,0.00801114594218042,29,0.00336700336700337,171,0.0198537095088819,914,0.106118657842796,542,0.0629281318936491,27,0.00313479623824451,0,0,0,0,208,0.0241495413909207,18,0.00208986415882968,18,0.00208986415882968,200,0.0232207128758853,73,0.00847556019969813,0,0,55,0.00638569604086846,0,0,0,0,42,0.00487634970393591,4,0.000464414257517706,69,0.00801114594218042,29,0.00336700336700337,51,0.00592128178335075,120,0.0139324277255312,914,0.106118657842796,146,0.0169511203993963,0,0,73,0.00847556019969813,0,0,55,0.00638569604086846,98,0.0113781493091838
"UPPSALA VÄSTERTORG",202217,8670,1611.767,0.185901614763552,127.767,0.014736678200692,243,0.0280276816608997,34,0.00392156862745098,622,0.0717416378316032,0,0,62,0.00715109573241061,2,0.000230680507497116,18,0.00207612456747405,56,0.00645905420991926,27,0.00311418685121107,420,0.0484429065743945,1548.767,0.178635178777393,570,0.0657439446366782,63,0.00726643598615917,64.767,0.00747024221453287,0,0,180,0.0207612456747405,17,0.00196078431372549,17,0.00196078431372549,215,0.02479815455594,407,0.0469434832756632,0,0,62,0.00715109573241061,0,0,0,0,17,0.00196078431372549,3,0.000346020761245675,56,0.00645905420991926,27,0.00311418685121107,77,0.00888119953863899,343,0.0395617070357555,1548.767,0.178635178777393,426.767,0.049223414071511,0,0,407,0.0469434832756632,0,0,62,0.00715109573241061,83,0.00957324106113033
"UPPSALA VÄSTERTORG",202216,8624,1003,0.116303339517625,104,0.0120593692022263,271,0.0314239332096475,69,0.00800092764378479,226,0.0262059369202226,0,0,58,0.00672541743970315,0,0,9,0.00104359925788497,63,0.00730519480519481,23,0.0026669758812616,180,0.0208719851576994,899,0.104243970315399,580,0.0672541743970315,104,0.0120593692022263,0,0,0,0,167,0.0193645640074212,51,0.00591372912801484,18,0.00208719851576994,182,0.0211038961038961,44,0.00510204081632653,0,0,58,0.00672541743970315,0,0,0,0,6,0.000695732838589981,3,0.000347866419294991,63,0.00730519480519481,23,0.0026669758812616,67,0.00776901669758813,113,0.0131029684601113,899,0.104243970315399,131,0.0151901669758813,0,0,44,0.00510204081632653,0,0,58,0.00672541743970315,86,0.0099721706864564
"UPPSALA VÄSTERTORG",202215,7268,705,0.0970005503577325,30,0.00412768299394606,161,0.0221518987341772,28,0.00385250412768299,260,0.0357732526141992,0,0,48,0.0066042927903137,0,0,8,0.00110071546505228,36,0.00495321959273528,15,0.00206384149697303,119,0.0163731425426527,675,0.0928728673637865,410,0.0564116675839296,30,0.00412768299394606,0,0,0,0,131,0.0180242157402312,11,0.00151348376444689,17,0.0023390203632361,199,0.0273802971931756,61,0.00839295542102367,0,0,48,0.0066042927903137,0,0,0,0,6,0.000825536598789213,2,0.000275178866263071,36,0.00495321959273528,15,0.00206384149697303,31,0.0042652724270776,88,0.0121078701155751,675,0.0928728673637865,105,0.0144468904788112,0,0,61,0.00839295542102367,0,0,48,0.0066042927903137,51,0.00701706108970831
"UPPSALA VÄSTERTORG",202214,7915,2422,0.306001263423879,51,0.00644346178142767,203,0.0256475047378395,24,0.00303221730890714,1810,0.228679722046747,0,0,40,0.00505369551484523,0,0,20,0.00252684775742262,44,0.00555906506632975,39,0.0049273531269741,191,0.024131396083386,2371,0.299557801642451,2021,0.255337965887555,51,0.00644346178142767,0,0,0,0,152,0.0192040429564119,9,0.00113708149084018,15,0.00189513581806696,1738,0.219583070120025,72,0.00909665192672142,0,0,40,0.00505369551484523,0,0,0,0,18,0.00227416298168035,2,0.000252684775742262,44,0.00555906506632975,39,0.0049273531269741,51,0.00644346178142767,140,0.0176879343019583,2371,0.299557801642451,155,0.0195830701200253,0,0,72,0.00909665192672142,0,0,40,0.00505369551484523,83,0.0104864181933039
"UPPSALA VÄSTERTORG",202213,8286,1296,0.156408399710355,78,0.00941346850108617,235,0.0283610909968622,124,0.0149650012068549,331,0.0399468983828144,0,0,173,0.0208785903934347,0,0,23,0.00277576635288438,87,0.0104996379435192,33,0.00398262128892107,212,0.0255853246439778,1218,0.146994931209269,547,0.0660149650012068,78,0.00941346850108617,0,0,0,0,157,0.018947622495776,8,0.000965483948829351,116,0.0139995172580256,230,0.0277576635288438,101,0.0121892348539706,0,0,173,0.0208785903934347,0,0,0,0,20,0.00241370987207338,3,0.000362056480811006,87,0.0104996379435192,33,0.00398262128892107,51,0.00615496017378711,161,0.0194303644701907,1218,0.146994931209269,277,0.0334298817282163,0,0,101,0.0121892348539706,0,0,173,0.0208785903934347,120,0.0144822592324403
"UPPSALA VÄSTERTORG",202212,8440,1103.642,0.13076327014218,50.642,0.00600023696682464,180,0.0213270142180095,30,0.00355450236966825,410,0.0485781990521327,0,0,52,0.00616113744075829,20,0.0023696682464455,24,0.0028436018957346,101,0.0119668246445498,37,0.00438388625592417,199,0.0235781990521327,1085.642,0.128630568720379,507,0.0600710900473934,18,0.00213270142180095,32.642,0.0038675355450237,0,0,162,0.0191943127962085,9,0.00106635071090047,21,0.00248815165876777,231,0.0273696682464455,179,0.0212085308056872,0,0,52,0.00616113744075829,0,0,0,0,42,0.00497630331753555,2,0.00023696682464455,101,0.0119668246445498,37,0.00438388625592417,63,0.00746445497630332,136,0.0161137440758294,1085.642,0.128630568720379,209.642,0.0248390995260664,0,0,179,0.0212085308056872,0,0,52,0.00616113744075829,138,0.0163507109004739
"UPPSALA VÄSTERTORG",202211,8251,1585,0.192097927523936,60,0.00727184583686826,574,0.0695673251727063,35,0.00424191007150648,486,0.0589019512786329,0,0,48,0.00581747666949461,0,0,93,0.0112713610471458,67,0.00812022785116956,28,0.00339352805720519,194,0.0235123015392074,1525,0.184826081687068,1094,0.132589989092231,60,0.00727184583686826,0,0,0,0,514,0.0622954793358381,17,0.00206035632044601,18,0.00218155375106048,358,0.0433886801599806,128,0.0155132711186523,0,0,48,0.00581747666949461,0,0,0,0,91,0.0110289661859169,2,0.000242394861228942,67,0.00812022785116956,28,0.00339352805720519,52,0.00630226639195249,142,0.0172100351472549,1525,0.184826081687068,160,0.0193915888983154,0,0,128,0.0155132711186523,0,0,48,0.00581747666949461,95,0.0115137559083747
"UPPSALA VÄSTERTORG",202210,8070,990,0.122676579925651,52,0.00644361833952912,225,0.0278810408921933,52,0.00644361833952912,291,0.0360594795539033,0,0,38,0.0047087980173482,0,0,42,0.00520446096654275,74,0.00916976456009913,25,0.00309789343246592,191,0.0236679058240397,938,0.116232961586121,560,0.0693928128872367,52,0.00644361833952912,0,0,0,0,173,0.0214374225526642,34,0.00421313506815366,18,0.00223048327137546,200,0.0247831474597274,91,0.011276332094176,0,0,38,0.0047087980173482,0,0,0,0,27,0.0033457249070632,15,0.00185873605947955,74,0.00916976456009913,25,0.00309789343246592,59,0.00731102850061958,132,0.0163568773234201,938,0.116232961586121,150,0.0185873605947955,0,0,91,0.011276332094176,0,0,38,0.0047087980173482,99,0.0122676579925651
"UPPSALA VÄSTERTORG",202209,8308,1121,0.134930187770823,118,0.0142031776600867,294,0.035387578237843,31,0.00373134328358209,264,0.0317766008666346,0,0,52,0.00625902744342802,0,0,24,0.00288878189696678,85,0.0102311025517573,44,0.00529610014443909,209,0.0251564756860857,1003,0.120727010110737,568,0.0683678382282138,118,0.0142031776600867,0,0,0,0,176,0.0211844005777564,9,0.00108329321136254,22,0.00264805007221955,181,0.0217862301396245,83,0.00999037072701011,0,0,52,0.00625902744342802,0,0,0,0,2,0.000240731824747232,22,0.00264805007221955,85,0.0102311025517573,44,0.00529610014443909,60,0.00722195474241695,149,0.0179345209436688,1003,0.120727010110737,171,0.0205825710158883,0,0,83,0.00999037072701011,0,0,52,0.00625902744342802,129,0.0155272026961964
"UPPSALA VÄSTERTORG",202208,7292,2407,0.330087767416347,27,0.00370268787712562,150,0.0205704882062534,35,0.00479978058145913,1474,0.20213933077345,0,0,166,0.0227646736149205,0,0,33,0.00452550740537575,105,0.0143993417443774,22,0.00301700493691717,395,0.0541689522764674,2388,0.327482172243555,396,0.0543060888645091,19,0.0026055951727921,0,0,8,0.00109709270433352,131,0.0179648930334613,10,0.0013713658804169,25,0.00342841470104224,159,0.0218047174986286,1315,0.180334613274822,0,0,166,0.0227646736149205,0,0,0,0,12,0.00164563905650027,21,0.00287986834887548,105,0.0143993417443774,22,0.00301700493691717,44,0.00603400987383434,351,0.048134942402633,2388,0.327482172243555,376,0.0515633571036753,8,0.00109709270433352,1315,0.180334613274822,0,0,166,0.0227646736149205,127,0.0174163466812946
